sessionKey,serviceName,packetMethod,packetUriSender,packetResponseCode,packetResponseTime
89,ts-security-service,GET,172.24.0.1,200,7
90,ts-security-service,GET,172.24.0.1,403,11
91,ts-security-service,GET,172.24.0.1,403,10
92,ts-security-service,GET,172.24.0.1,403,8
93,ts-security-service,GET,172.24.0.1,403,9
94,ts-security-service,GET,172.24.0.1,403,8
95,ts-security-service,GET,172.24.0.1,403,9
96,ts-security-service,GET,172.24.0.1,403,8
97,ts-security-service,GET,172.24.0.1,403,8
98,ts-security-service,GET,172.24.0.1,403,9
99,ts-security-service,GET,172.24.0.1,403,8
100,ts-security-service,GET,172.24.0.1,403,8
101,ts-security-service,GET,172.24.0.1,403,8
102,ts-security-service,GET,172.24.0.1,403,7
103,ts-security-service,GET,172.24.0.1,403,7
104,ts-security-service,GET,172.24.0.1,403,7
105,ts-security-service,GET,172.24.0.1,403,8
106,ts-security-service,GET,172.24.0.1,403,7
107,ts-security-service,GET,172.24.0.1,403,7
108,ts-security-service,GET,172.24.0.1,403,7
109,ts-security-service,GET,172.24.0.1,403,7
110,ts-security-service,GET,172.24.0.1,500,8
111,ts-security-service,PUT,172.24.0.1,500,8
112,ts-security-service,POST,172.24.0.1,500,7
113,ts-security-service,DELETE,172.24.0.1,500,8
114,ts-security-service,PATCH,172.24.0.1,0,0
115,ts-security-service,HEAD,172.24.0.1,500,20
117,ts-security-service,GET,172.24.0.1,200,17
118,ts-security-service,GET,172.24.0.1,200,6
119,ts-security-service,GET,172.24.0.1,403,9
120,ts-security-service,GET,172.24.0.1,403,10
121,ts-security-service,GET,172.24.0.1,403,8
122,ts-security-service,GET,172.24.0.1,403,6
123,ts-security-service,GET,172.24.0.1,200,13
124,ts-security-service,GET,172.24.0.1,200,6
125,ts-security-service,GET,172.24.0.1,403,8
126,ts-security-service,GET,172.24.0.1,403,6
127,ts-security-service,GET,172.24.0.1,403,8
128,ts-security-service,GET,172.24.0.1,403,7
129,ts-security-service,POST,172.24.0.1,403,6
130,ts-security-service,POST,172.24.0.1,405,8
131,ts-security-service,GET,172.24.0.1,403,6
132,ts-security-service,GET,172.24.0.1,403,7
133,ts-security-service,GET,172.24.0.1,403,7
134,ts-security-service,GET,172.24.0.1,403,6
135,ts-security-service,GET,172.24.0.1,403,7
136,ts-security-service,GET,172.24.0.1,403,7
137,ts-security-service,GET,172.24.0.1,403,6
138,ts-security-service,GET,172.24.0.1,403,6
139,ts-order-service,GET,172.24.0.1,200,54
140,ts-order-service,PUT,172.24.0.1,400,36
141,ts-order-service,PUT,172.24.0.1,400,11
142,ts-order-service,PUT,172.24.0.1,400,11
143,ts-order-service,PUT,172.24.0.1,400,14
144,ts-order-service,PUT,172.24.0.1,400,10
145,ts-order-service,PUT,172.24.0.1,400,11
146,ts-order-service,PUT,172.24.0.1,400,11
147,ts-order-service,PUT,172.24.0.1,400,9
148,ts-order-service,PUT,172.24.0.1,400,10
149,ts-order-service,PUT,172.24.0.1,400,9
150,ts-order-service,PUT,172.24.0.1,400,9
151,ts-order-service,PUT,172.24.0.1,400,9
152,ts-order-service,PUT,172.24.0.1,400,10
153,ts-order-service,PUT,172.24.0.1,400,9
154,ts-order-service,PUT,172.24.0.1,400,9
155,ts-order-service,PUT,172.24.0.1,400,10
156,ts-order-service,PUT,172.24.0.1,400,9
157,ts-order-service,PUT,172.24.0.1,400,10
158,ts-order-service,PUT,172.24.0.1,400,8
159,ts-order-service,PUT,172.24.0.1,400,10
160,ts-order-service,PUT,172.24.0.1,400,8
161,ts-order-service,PUT,172.24.0.1,400,9
162,ts-order-service,PUT,172.24.0.1,400,8
163,ts-order-service,PUT,172.24.0.1,400,9
164,ts-order-service,PUT,172.24.0.1,400,8
165,ts-order-service,PUT,172.24.0.1,400,8
166,ts-order-service,PUT,172.24.0.1,400,8
167,ts-order-service,PUT,172.24.0.1,400,7
168,ts-order-service,PUT,172.24.0.1,400,7
169,ts-order-service,PUT,172.24.0.1,400,7
170,ts-order-service,PUT,172.24.0.1,400,8
171,ts-order-service,PUT,172.24.0.1,400,10
172,ts-order-service,PUT,172.24.0.1,400,8
173,ts-order-service,PUT,172.24.0.1,400,7
174,ts-order-service,PUT,172.24.0.1,400,7
175,ts-order-service,PUT,172.24.0.1,400,8
176,ts-order-service,PUT,172.24.0.1,400,9
177,ts-order-service,PUT,172.24.0.1,400,9
178,ts-order-service,PUT,172.24.0.1,400,8
179,ts-order-service,PUT,172.24.0.1,400,9
180,ts-order-service,PUT,172.24.0.1,400,12
181,ts-order-service,PUT,172.24.0.1,400,7
182,ts-order-service,PUT,172.24.0.1,400,12
183,ts-order-service,PUT,172.24.0.1,400,9
184,ts-order-service,PUT,172.24.0.1,400,9
185,ts-order-service,PUT,172.24.0.1,400,8
186,ts-order-service,PUT,172.24.0.1,400,8
187,ts-order-service,PUT,172.24.0.1,400,8
188,ts-order-service,PUT,172.24.0.1,400,8
189,ts-order-service,PUT,172.24.0.1,400,8
190,ts-order-service,PUT,172.24.0.1,400,10
191,ts-order-service,PUT,172.24.0.1,400,8
192,ts-order-service,PUT,172.24.0.1,400,7
193,ts-order-service,PUT,172.24.0.1,400,10
194,ts-order-service,PUT,172.24.0.1,400,10
195,ts-order-service,PUT,172.24.0.1,400,8
196,ts-order-service,PUT,172.24.0.1,400,7
197,ts-order-service,PUT,172.24.0.1,400,6
198,ts-order-service,PUT,172.24.0.1,400,6
199,ts-order-service,PUT,172.24.0.1,400,6
200,ts-order-service,PUT,172.24.0.1,400,8
201,ts-order-service,PUT,172.24.0.1,400,10
202,ts-order-service,PUT,172.24.0.1,400,8
203,ts-order-service,PUT,172.24.0.1,400,7
204,ts-order-service,PUT,172.24.0.1,400,6
205,ts-order-service,PUT,172.24.0.1,400,7
206,ts-order-service,PUT,172.24.0.1,400,8
207,ts-order-service,PUT,172.24.0.1,400,7
208,ts-order-service,PUT,172.24.0.1,400,7
209,ts-order-service,PUT,172.24.0.1,400,8
210,ts-order-service,PUT,172.24.0.1,400,9
211,ts-order-service,PUT,172.24.0.1,400,7
212,ts-order-service,PUT,172.24.0.1,400,8
213,ts-order-service,PUT,172.24.0.1,400,9
214,ts-order-service,PUT,172.24.0.1,400,8
215,ts-order-service,PUT,172.24.0.1,400,9
216,ts-order-service,PUT,172.24.0.1,400,7
217,ts-order-service,PUT,172.24.0.1,400,7
218,ts-order-service,PUT,172.24.0.1,400,6
219,ts-order-service,PUT,172.24.0.1,400,7
220,ts-order-service,PUT,172.24.0.1,400,7
221,ts-order-service,PUT,172.24.0.1,400,7
222,ts-order-service,PUT,172.24.0.1,400,7
223,ts-order-service,PUT,172.24.0.1,400,8
224,ts-order-service,PUT,172.24.0.1,400,7
225,ts-order-service,PUT,172.24.0.1,400,8
226,ts-order-service,PUT,172.24.0.1,400,7
227,ts-order-service,PUT,172.24.0.1,400,7
228,ts-order-service,PUT,172.24.0.1,400,7
229,ts-order-service,PUT,172.24.0.1,400,8
230,ts-order-service,PUT,172.24.0.1,400,9
231,ts-order-service,PUT,172.24.0.1,400,8
232,ts-order-service,PUT,172.24.0.1,400,8
233,ts-order-service,PUT,172.24.0.1,400,8
234,ts-order-service,PUT,172.24.0.1,400,8
235,ts-order-service,PUT,172.24.0.1,400,9
236,ts-order-service,PUT,172.24.0.1,400,8
237,ts-order-service,PUT,172.24.0.1,400,8
238,ts-order-service,PUT,172.24.0.1,400,8
239,ts-order-service,PUT,172.24.0.1,400,7
240,ts-order-service,PUT,172.24.0.1,400,8
241,ts-order-service,PUT,172.24.0.1,400,7
242,ts-order-service,PUT,172.24.0.1,400,8
243,ts-order-service,PUT,172.24.0.1,400,8
244,ts-order-service,PUT,172.24.0.1,400,7
245,ts-order-service,PUT,172.24.0.1,400,8
246,ts-order-service,PUT,172.24.0.1,400,8
247,ts-order-service,PUT,172.24.0.1,400,7
248,ts-order-service,PUT,172.24.0.1,400,8
249,ts-order-service,PUT,172.24.0.1,400,8
250,ts-order-service,PUT,172.24.0.1,400,7
251,ts-order-service,PUT,172.24.0.1,400,7
252,ts-order-service,PUT,172.24.0.1,400,7
253,ts-order-service,PUT,172.24.0.1,400,7
254,ts-order-service,PUT,172.24.0.1,200,9
255,ts-order-service,PUT,172.24.0.1,400,6
256,ts-order-service,PUT,172.24.0.1,400,7
257,ts-order-service,PUT,172.24.0.1,400,8
258,ts-order-service,PUT,172.24.0.1,400,9
259,ts-order-service,PUT,172.24.0.1,400,7
260,ts-order-service,PUT,172.24.0.1,400,6
261,ts-order-service,POST,172.24.0.1,400,7
262,ts-order-service,POST,172.24.0.1,400,6
263,ts-order-service,POST,172.24.0.1,400,7
264,ts-order-service,POST,172.24.0.1,400,9
265,ts-order-service,POST,172.24.0.1,400,12
266,ts-order-service,POST,172.24.0.1,400,10
267,ts-order-service,POST,172.24.0.1,400,11
268,ts-order-service,POST,172.24.0.1,400,6
269,ts-order-service,POST,172.24.0.1,400,7
270,ts-order-service,POST,172.24.0.1,400,7
271,ts-order-service,POST,172.24.0.1,400,9
272,ts-order-service,POST,172.24.0.1,400,8
273,ts-order-service,POST,172.24.0.1,400,8
274,ts-order-service,POST,172.24.0.1,400,7
275,ts-order-service,POST,172.24.0.1,400,6
276,ts-order-service,POST,172.24.0.1,400,6
277,ts-order-service,POST,172.24.0.1,400,7
278,ts-order-service,POST,172.24.0.1,400,6
279,ts-order-service,POST,172.24.0.1,400,7
280,ts-order-service,POST,172.24.0.1,400,7
281,ts-order-service,POST,172.24.0.1,400,8
282,ts-order-service,POST,172.24.0.1,400,8
283,ts-order-service,POST,172.24.0.1,400,7
284,ts-order-service,POST,172.24.0.1,400,7
285,ts-order-service,POST,172.24.0.1,400,6
286,ts-order-service,POST,172.24.0.1,400,7
287,ts-order-service,POST,172.24.0.1,400,8
288,ts-order-service,POST,172.24.0.1,400,7
289,ts-order-service,POST,172.24.0.1,400,7
290,ts-order-service,POST,172.24.0.1,400,9
291,ts-order-service,POST,172.24.0.1,400,8
292,ts-order-service,POST,172.24.0.1,400,7
293,ts-order-service,POST,172.24.0.1,400,7
294,ts-order-service,POST,172.24.0.1,400,6
295,ts-order-service,POST,172.24.0.1,400,7
296,ts-order-service,POST,172.24.0.1,400,6
297,ts-order-service,POST,172.24.0.1,400,5
298,ts-order-service,POST,172.24.0.1,400,6
299,ts-order-service,POST,172.24.0.1,400,7
300,ts-order-service,POST,172.24.0.1,400,7
301,ts-order-service,POST,172.24.0.1,400,6
302,ts-order-service,POST,172.24.0.1,400,7
303,ts-order-service,POST,172.24.0.1,400,7
304,ts-order-service,POST,172.24.0.1,400,6
305,ts-order-service,POST,172.24.0.1,400,6
306,ts-order-service,POST,172.24.0.1,400,8
307,ts-order-service,POST,172.24.0.1,400,6
308,ts-order-service,POST,172.24.0.1,400,8
309,ts-order-service,POST,172.24.0.1,400,7
310,ts-order-service,POST,172.24.0.1,400,7
311,ts-order-service,POST,172.24.0.1,400,6
312,ts-order-service,POST,172.24.0.1,400,6
313,ts-order-service,POST,172.24.0.1,400,7
314,ts-order-service,POST,172.24.0.1,400,6
315,ts-order-service,POST,172.24.0.1,400,7
316,ts-order-service,POST,172.24.0.1,400,6
317,ts-order-service,POST,172.24.0.1,400,7
318,ts-order-service,POST,172.24.0.1,400,7
319,ts-order-service,POST,172.24.0.1,400,7
320,ts-order-service,POST,172.24.0.1,400,7
321,ts-order-service,POST,172.24.0.1,400,6
322,ts-order-service,POST,172.24.0.1,400,7
323,ts-order-service,POST,172.24.0.1,400,10
324,ts-order-service,POST,172.24.0.1,400,7
325,ts-order-service,POST,172.24.0.1,400,7
326,ts-order-service,POST,172.24.0.1,400,5
327,ts-order-service,POST,172.24.0.1,400,6
328,ts-order-service,POST,172.24.0.1,400,8
329,ts-order-service,POST,172.24.0.1,400,7
330,ts-order-service,POST,172.24.0.1,400,7
331,ts-order-service,POST,172.24.0.1,400,8
332,ts-order-service,POST,172.24.0.1,400,6
333,ts-order-service,POST,172.24.0.1,400,7
334,ts-order-service,POST,172.24.0.1,400,6
335,ts-order-service,POST,172.24.0.1,400,6
336,ts-order-service,POST,172.24.0.1,400,7
337,ts-order-service,POST,172.24.0.1,400,6
338,ts-order-service,POST,172.24.0.1,400,6
339,ts-order-service,POST,172.24.0.1,400,6
340,ts-order-service,POST,172.24.0.1,400,8
341,ts-order-service,POST,172.24.0.1,400,8
342,ts-order-service,POST,172.24.0.1,400,6
343,ts-order-service,POST,172.24.0.1,400,7
344,ts-order-service,POST,172.24.0.1,400,7
345,ts-order-service,POST,172.24.0.1,400,6
346,ts-order-service,POST,172.24.0.1,400,7
347,ts-order-service,POST,172.24.0.1,400,5
348,ts-order-service,POST,172.24.0.1,400,6
349,ts-order-service,POST,172.24.0.1,400,5
350,ts-order-service,POST,172.24.0.1,400,6
351,ts-order-service,POST,172.24.0.1,400,7
352,ts-order-service,POST,172.24.0.1,400,7
353,ts-order-service,POST,172.24.0.1,400,7
354,ts-order-service,POST,172.24.0.1,400,6
355,ts-order-service,POST,172.24.0.1,400,6
356,ts-order-service,POST,172.24.0.1,400,8
357,ts-order-service,POST,172.24.0.1,400,6
358,ts-order-service,POST,172.24.0.1,400,6
359,ts-order-service,POST,172.24.0.1,400,7
360,ts-order-service,POST,172.24.0.1,400,6
361,ts-order-service,POST,172.24.0.1,400,6
362,ts-order-service,POST,172.24.0.1,400,6
363,ts-order-service,POST,172.24.0.1,400,6
364,ts-order-service,POST,172.24.0.1,400,6
365,ts-order-service,POST,172.24.0.1,400,6
366,ts-order-service,POST,172.24.0.1,400,5
367,ts-order-service,POST,172.24.0.1,400,7
368,ts-order-service,POST,172.24.0.1,400,6
369,ts-order-service,POST,172.24.0.1,400,7
370,ts-order-service,POST,172.24.0.1,400,6
371,ts-order-service,POST,172.24.0.1,400,6
372,ts-order-service,POST,172.24.0.1,400,7
373,ts-order-service,POST,172.24.0.1,400,6
374,ts-order-service,POST,172.24.0.1,400,7
375,ts-order-service,POST,172.24.0.1,200,11
376,ts-order-service,POST,172.24.0.1,400,7
377,ts-order-service,POST,172.24.0.1,400,6
378,ts-order-service,POST,172.24.0.1,400,7
379,ts-order-service,POST,172.24.0.1,400,6
380,ts-order-service,POST,172.24.0.1,400,6
381,ts-order-service,POST,172.24.0.1,400,6
382,ts-order-service,PUT,172.24.0.1,400,7
383,ts-order-service,PUT,172.24.0.1,400,7
384,ts-order-service,PUT,172.24.0.1,400,6
385,ts-order-service,PUT,172.24.0.1,400,7
386,ts-order-service,PUT,172.24.0.1,400,7
387,ts-order-service,PUT,172.24.0.1,400,7
388,ts-order-service,PUT,172.24.0.1,400,6
389,ts-order-service,PUT,172.24.0.1,400,7
390,ts-order-service,PUT,172.24.0.1,400,7
391,ts-order-service,PUT,172.24.0.1,400,7
392,ts-order-service,PUT,172.24.0.1,400,9
393,ts-order-service,PUT,172.24.0.1,400,10
394,ts-order-service,PUT,172.24.0.1,400,9
395,ts-order-service,PUT,172.24.0.1,400,12
396,ts-order-service,PUT,172.24.0.1,400,8
397,ts-order-service,PUT,172.24.0.1,400,7
398,ts-order-service,PUT,172.24.0.1,400,5
399,ts-order-service,PUT,172.24.0.1,400,6
400,ts-order-service,PUT,172.24.0.1,400,6
401,ts-order-service,PUT,172.24.0.1,400,7
402,ts-order-service,PUT,172.24.0.1,400,7
403,ts-order-service,PUT,172.24.0.1,400,5
404,ts-order-service,PUT,172.24.0.1,400,6
405,ts-order-service,PUT,172.24.0.1,400,7
406,ts-order-service,PUT,172.24.0.1,400,7
407,ts-order-service,PUT,172.24.0.1,400,7
408,ts-order-service,PUT,172.24.0.1,400,7
409,ts-order-service,PUT,172.24.0.1,400,5
410,ts-order-service,PUT,172.24.0.1,400,6
411,ts-order-service,PUT,172.24.0.1,400,5
412,ts-order-service,PUT,172.24.0.1,400,7
413,ts-order-service,PUT,172.24.0.1,400,6
414,ts-order-service,PUT,172.24.0.1,400,6
415,ts-order-service,PUT,172.24.0.1,400,6
416,ts-order-service,PUT,172.24.0.1,400,5
417,ts-order-service,PUT,172.24.0.1,400,5
418,ts-order-service,PUT,172.24.0.1,400,6
419,ts-order-service,PUT,172.24.0.1,400,5
420,ts-order-service,PUT,172.24.0.1,400,6
421,ts-order-service,PUT,172.24.0.1,400,5
422,ts-order-service,PUT,172.24.0.1,400,6
423,ts-order-service,PUT,172.24.0.1,400,7
424,ts-order-service,PUT,172.24.0.1,400,6
425,ts-order-service,PUT,172.24.0.1,400,6
426,ts-order-service,PUT,172.24.0.1,400,7
427,ts-order-service,PUT,172.24.0.1,400,5
428,ts-order-service,PUT,172.24.0.1,400,6
429,ts-order-service,PUT,172.24.0.1,400,5
430,ts-order-service,PUT,172.24.0.1,400,6
431,ts-order-service,PUT,172.24.0.1,400,6
432,ts-order-service,PUT,172.24.0.1,400,5
433,ts-order-service,PUT,172.24.0.1,400,5
434,ts-order-service,PUT,172.24.0.1,400,6
435,ts-order-service,PUT,172.24.0.1,400,6
436,ts-order-service,PUT,172.24.0.1,400,7
437,ts-order-service,PUT,172.24.0.1,400,6
438,ts-order-service,PUT,172.24.0.1,400,8
439,ts-order-service,PUT,172.24.0.1,400,6
440,ts-order-service,PUT,172.24.0.1,400,6
441,ts-order-service,PUT,172.24.0.1,400,6
442,ts-order-service,PUT,172.24.0.1,400,7
443,ts-order-service,PUT,172.24.0.1,400,5
444,ts-order-service,PUT,172.24.0.1,400,6
445,ts-order-service,PUT,172.24.0.1,400,8
446,ts-order-service,PUT,172.24.0.1,400,5
447,ts-order-service,PUT,172.24.0.1,400,6
448,ts-order-service,PUT,172.24.0.1,400,7
449,ts-order-service,PUT,172.24.0.1,400,6
450,ts-order-service,PUT,172.24.0.1,400,5
451,ts-order-service,PUT,172.24.0.1,400,6
452,ts-order-service,PUT,172.24.0.1,400,6
453,ts-order-service,PUT,172.24.0.1,400,7
454,ts-order-service,PUT,172.24.0.1,400,7
455,ts-order-service,PUT,172.24.0.1,400,6
456,ts-order-service,PUT,172.24.0.1,400,5
457,ts-order-service,PUT,172.24.0.1,400,6
458,ts-order-service,PUT,172.24.0.1,400,6
459,ts-order-service,PUT,172.24.0.1,400,8
460,ts-order-service,PUT,172.24.0.1,400,6
461,ts-order-service,PUT,172.24.0.1,400,6
462,ts-order-service,PUT,172.24.0.1,400,5
463,ts-order-service,PUT,172.24.0.1,400,8
464,ts-order-service,PUT,172.24.0.1,400,6
465,ts-order-service,PUT,172.24.0.1,400,5
466,ts-order-service,PUT,172.24.0.1,400,5
467,ts-order-service,PUT,172.24.0.1,400,5
468,ts-order-service,PUT,172.24.0.1,400,5
469,ts-order-service,PUT,172.24.0.1,400,5
470,ts-order-service,PUT,172.24.0.1,400,5
471,ts-order-service,PUT,172.24.0.1,400,5
472,ts-order-service,PUT,172.24.0.1,400,5
473,ts-order-service,PUT,172.24.0.1,400,6
474,ts-order-service,PUT,172.24.0.1,400,6
475,ts-order-service,PUT,172.24.0.1,400,5
476,ts-order-service,PUT,172.24.0.1,400,6
477,ts-order-service,PUT,172.24.0.1,400,5
478,ts-order-service,PUT,172.24.0.1,400,5
479,ts-order-service,PUT,172.24.0.1,400,6
480,ts-order-service,PUT,172.24.0.1,400,5
481,ts-order-service,PUT,172.24.0.1,400,5
482,ts-order-service,PUT,172.24.0.1,400,5
483,ts-order-service,PUT,172.24.0.1,400,5
484,ts-order-service,PUT,172.24.0.1,400,6
485,ts-order-service,PUT,172.24.0.1,400,7
486,ts-order-service,PUT,172.24.0.1,400,5
487,ts-order-service,PUT,172.24.0.1,400,5
488,ts-order-service,PUT,172.24.0.1,400,7
489,ts-order-service,PUT,172.24.0.1,400,6
490,ts-order-service,PUT,172.24.0.1,400,6
491,ts-order-service,PUT,172.24.0.1,400,6
492,ts-order-service,PUT,172.24.0.1,400,6
493,ts-order-service,PUT,172.24.0.1,400,6
494,ts-order-service,PUT,172.24.0.1,400,5
495,ts-order-service,PUT,172.24.0.1,400,7
496,ts-order-service,PUT,172.24.0.1,200,7
497,ts-order-service,PUT,172.24.0.1,400,6
498,ts-order-service,PUT,172.24.0.1,400,6
499,ts-order-service,PUT,172.24.0.1,400,6
500,ts-order-service,PUT,172.24.0.1,400,6
501,ts-order-service,PUT,172.24.0.1,400,6
502,ts-order-service,PUT,172.24.0.1,400,6
503,ts-order-service,POST,172.24.0.1,400,7
504,ts-order-service,POST,172.24.0.1,400,6
505,ts-order-service,POST,172.24.0.1,400,6
506,ts-order-service,POST,172.24.0.1,400,5
507,ts-order-service,POST,172.24.0.1,400,6
508,ts-order-service,POST,172.24.0.1,400,6
509,ts-order-service,POST,172.24.0.1,400,5
510,ts-order-service,POST,172.24.0.1,400,5
511,ts-order-service,POST,172.24.0.1,400,4
512,ts-order-service,POST,172.24.0.1,400,6
513,ts-order-service,POST,172.24.0.1,400,6
514,ts-order-service,POST,172.24.0.1,400,5
515,ts-order-service,POST,172.24.0.1,400,5
516,ts-order-service,POST,172.24.0.1,400,5
517,ts-order-service,POST,172.24.0.1,400,5
518,ts-order-service,POST,172.24.0.1,400,5
519,ts-order-service,POST,172.24.0.1,400,6
520,ts-order-service,POST,172.24.0.1,400,5
521,ts-order-service,POST,172.24.0.1,400,6
522,ts-order-service,POST,172.24.0.1,400,7
523,ts-order-service,POST,172.24.0.1,400,6
524,ts-order-service,POST,172.24.0.1,400,11
525,ts-order-service,POST,172.24.0.1,400,6
526,ts-order-service,POST,172.24.0.1,400,5
527,ts-order-service,POST,172.24.0.1,400,6
528,ts-order-service,POST,172.24.0.1,400,6
529,ts-order-service,POST,172.24.0.1,400,4
530,ts-order-service,POST,172.24.0.1,400,5
531,ts-order-service,POST,172.24.0.1,400,6
532,ts-order-service,POST,172.24.0.1,400,5
533,ts-order-service,POST,172.24.0.1,400,5
534,ts-order-service,POST,172.24.0.1,400,5
535,ts-order-service,POST,172.24.0.1,400,6
536,ts-order-service,POST,172.24.0.1,400,5
537,ts-order-service,POST,172.24.0.1,400,5
538,ts-order-service,POST,172.24.0.1,400,5
539,ts-order-service,POST,172.24.0.1,400,6
540,ts-order-service,POST,172.24.0.1,400,6
541,ts-order-service,POST,172.24.0.1,400,5
542,ts-order-service,POST,172.24.0.1,400,5
543,ts-order-service,POST,172.24.0.1,400,4
544,ts-order-service,POST,172.24.0.1,400,7
545,ts-order-service,POST,172.24.0.1,400,5
546,ts-order-service,POST,172.24.0.1,400,6
547,ts-order-service,POST,172.24.0.1,400,7
548,ts-order-service,POST,172.24.0.1,400,5
549,ts-order-service,POST,172.24.0.1,400,6
550,ts-order-service,POST,172.24.0.1,400,6
551,ts-order-service,POST,172.24.0.1,400,5
552,ts-order-service,POST,172.24.0.1,400,6
553,ts-order-service,POST,172.24.0.1,400,7
554,ts-order-service,POST,172.24.0.1,400,5
555,ts-order-service,POST,172.24.0.1,400,5
556,ts-order-service,POST,172.24.0.1,400,6
557,ts-order-service,POST,172.24.0.1,400,6
558,ts-order-service,POST,172.24.0.1,400,5
559,ts-order-service,POST,172.24.0.1,400,5
560,ts-order-service,POST,172.24.0.1,400,5
561,ts-order-service,POST,172.24.0.1,400,5
562,ts-order-service,POST,172.24.0.1,400,5
563,ts-order-service,POST,172.24.0.1,400,6
564,ts-order-service,POST,172.24.0.1,400,6
565,ts-order-service,POST,172.24.0.1,400,5
566,ts-order-service,POST,172.24.0.1,400,6
